,미디어_TV_장르_1~3순위,,,미디어_OTT,미디어_동영상 콘텐츠_장르,,,,,,,,,,,,,
panel_id,1순위,2순위,3순위,사용_OTT_수,드라마/영화,음악/댄스,푸드/먹방/레시피,뉴스/시사/정치,게임,스포츠경기,예능,연예계소식,여행,뷰티,동물,운동,학습/강의/업무,일상및토크
I0213242,3,1,9,2,1,0,0,1,0,0,0,0,0,0,1,1,1,0
I0215153,3,2,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0
I0215490,8,3,9,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
I0215634,8,1,2,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
I0215712,3,9,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
I0215990,8,9,0,3,0,1,1,1,0,0,0,0,0,0,0,1,0,0
I0217115,4,2,3,2,0,0,1,0,0,1,0,0,0,1,1,1,1,0
I0217287,1,2,0,2,0,0,1,0,0,0,1,1,0,0,1,0,0,0
I0217340,4,3,9,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0
I0217526,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
I0217555,1,10,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
I0217832,1,8,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
I0218137,1,3,2,3,1,0,0,1,0,1,1,0,1,0,0,0,1,1
I0218722,2,1,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
I0218960,2,6,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
I0220183,1,9,3,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
I0220328,3,4,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
I0220366,1,3,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
I0220565,3,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
I0220726,2,8,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0
I0220765,1,2,4,3,1,1,0,0,1,1,1,0,1,0,0,0,0,0
I0220785,8,9,10,0,0,1,1,1,0,1,1,0,1,0,1,1,0,1
I0220889,3,9,8,3,1,0,0,1,0,0,1,0,1,0,1,0,1,1
I0221239,2,10,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
I0221396,2,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
I0222366,3,2,8,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
I0222637,3,1,6,2,1,1,1,1,1,0,1,0,0,0,1,0,1,0
I0223154,1,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
I0223496,8,1,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I0223675,1,6,3,2,1,1,1,1,1,0,1,0,1,0,0,1,1,1
I0224741,2,3,8,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
I0224822,1,2,4,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0
I0225188,8,3,1,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1
I0225983,3,4,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
I0226043,3,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I0226595,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
I0227307,1,2,997,2,1,1,0,1,1,0,1,1,1,0,0,0,1,1
I0227661,1,6,2,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0
I0228044,8,3,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
I0228735,1,2,3,2,1,0,1,0,0,0,1,0,1,0,1,0,0,1
I0228924,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I0229177,2,8,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0
I0229487,1,2,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
I0230689,2,1,8,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0
I0231642,1,4,2,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
I0232159,2,3,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
I0232284,3,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
I0232290,4,8,5,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0
I0233141,3,2,6,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0
I0233205,4,3,2,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0
I0233847,1,10,2,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1
I0233984,2,4,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
I0234382,4,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
I0235604,1,4,3,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0
I0236027,2,1,9,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0
I0236182,2,3,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1
I0236377,7,6,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
I0236614,1,2,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0
I0237261,9,8,3,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1
I0237750,4,9,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
I0237843,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
I0238102,3,8,2,3,1,0,1,1,0,1,0,0,0,0,0,0,0,0
I0238836,1,8,2,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0
I0239880,8,3,9,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
I0239978,3,1,8,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0
I0240466,2,1,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
I0242696,1,9,2,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0
I0242936,1,3,8,2,1,1,1,1,1,1,1,1,1,0,1,1,0,1
I0243069,1,4,3,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0
I0244584,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
I0244648,8,10,1,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0
I0244810,1,3,2,1,1,0,0,0,1,0,1,0,1,0,1,1,0,0
I0245145,1,8,9,1,1,0,0,1,0,1,1,1,1,0,0,1,0,0
I0245583,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
I0245598,3,8,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
I0245752,2,1,3,4,1,1,1,0,1,0,1,1,1,1,1,1,0,1
I0247100,1,4,9,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0
I0248070,4,3,5,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0
I0248350,4,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I0248377,3,1,2,2,1,0,1,1,0,0,1,0,1,0,0,0,0,0
I0248456,2,1,6,2,1,0,1,0,0,1,1,1,1,0,0,1,0,1
I0248525,1,2,6,2,1,1,0,1,0,0,1,0,1,0,1,1,0,0
I0248815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I0249814,4,9,2,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
I0250827,3,10,9,5,0,0,0,0,0,0,1,0,0,0,0,1,0,1
I0250991,1,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1
I0251498,997,2,1,6,1,1,1,0,0,0,1,1,0,1,1,1,1,0
I0252065,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I0252377,1,4,2,3,0,0,0,0,0,0,1,0,0,0,1,0,0,1
I0252627,3,8,9,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
I0253123,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
I0253464,4,3,8,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
I0253647,4,2,1,3,1,0,1,0,0,1,1,0,0,0,1,0,0,1
I0254827,3,8,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
I0255142,3,5,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
I0255509,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
I0255858,3,4,9,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0
I0256037,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I0256293,1,2,8,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
I0256294,3,1,10,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
I0256393,4,1,2,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0
I0256748,8,3,4,0,1,1,1,1,0,0,1,1,0,0,1,1,1,1
I0257556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I0257856,9,8,5,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
I0257988,2,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0
I0258009,1,2,4,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0
I0258379,3,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
I0258452,2,1,3,4,1,0,1,0,0,0,1,0,0,0,0,1,0,0
I0259115,2,1,0,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0
I0259629,2,3,8,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
I0260392,1,3,2,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
I0260473,1,2,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0
I0260619,2,1,10,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
I0260745,9,1,8,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0
I0261414,9,8,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0
I0261422,1,2,8,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0
I0261826,2,4,3,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1
I0261851,1,9,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
I0262503,3,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
I0262638,3,7,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
I0262666,4,3,9,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0
I0263281,1,2,6,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0
I0263464,0,0,0,2,0,0,1,0,0,0,1,1,0,0,0,0,1,0
I0263627,4,3,6,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1
I0263661,6,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
I0263929,9,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
I0263960,1,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
I0264167,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
I0264346,1,9,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
I0264391,3,8,9,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0
I0264603,1,2,6,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0
I0264696,1,8,3,2,1,1,1,1,1,1,1,1,1,0,0,1,1,0
I0264717,1,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
I0264829,2,3,8,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
I0264952,3,1,2,2,1,0,0,0,0,0,1,1,1,0,1,0,0,1
I0265050,1,2,3,2,1,0,1,0,0,0,0,0,0,0,0,1,1,0
I0265187,2,3,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
I0265410,2,1,4,4,0,1,1,0,0,1,1,0,0,1,1,1,1,0
I0265449,1,8,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0
I0265481,1,8,2,2,0,0,0,1,0,0,1,1,0,0,1,1,0,0
I0265585,1,6,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
I0265838,2,9,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
I0266032,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
I0266882,1,3,2,3,0,1,0,1,0,0,1,0,0,0,0,0,1,0
I0267037,2,1,8,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0
I0267061,8,2,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I0267599,8,1,6,4,1,1,0,0,1,1,1,1,1,0,1,1,1,1
I0267762,1,2,3,2,0,1,1,0,0,0,1,0,1,0,1,1,0,0
I0268494,8,7,5,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
I0268955,8,4,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
I0269477,3,8,1,2,0,1,0,1,0,1,1,0,0,0,0,0,0,0
I0269545,8,9,3,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0
I0269694,1,3,4,2,1,0,1,1,1,1,1,0,1,0,0,1,0,1
I0269753,2,3,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I0269959,3,1,4,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0
I0270090,2,1,9,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0
I0270598,1,2,6,2,1,1,1,0,0,0,1,1,1,0,0,1,1,0
I0271235,1,2,3,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0
I0272122,2,1,3,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0
I0272364,1,9,4,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0
I0273557,1,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
I0274696,8,3,5,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0
I0275392,2,3,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1
I0275401,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1
I0275422,2,10,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
I0276570,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I0276705,1,9,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
I0277028,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I0277573,1,2,3,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
I0277685,3,8,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
I0278079,3,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I0278397,3,1,2,3,1,0,0,1,0,0,1,0,1,0,1,0,0,0
I0278508,8,9,1,3,1,0,0,1,0,1,1,0,0,0,0,0,1,0
I0278767,2,3,10,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0
I0279522,3,9,8,2,1,0,0,1,0,0,1,0,1,0,0,1,0,0
I0279656,1,9,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
I0279966,2,9,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0
I0281287,2,3,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
I0281329,10,9,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
I0281586,10,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I0281817,3,4,8,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0
I0282238,8,2,9,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1
I0282243,3,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I0282453,1,8,5,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1
I0283329,2,1,3,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0
I0283553,7,10,3,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0
I0283962,3,2,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
I0284318,1,3,2,0,1,1,0,1,0,0,1,0,0,0,1,1,0,0
I0284395,1,2,10,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0
I0284741,1,3,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
I0285106,1,3,2,2,1,0,1,0,0,0,1,0,1,1,1,1,1,1
I0285115,2,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
I0285276,7,8,6,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
I0285286,2,3,11,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
I0285727,1,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
I0285781,1,9,8,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0
I0285947,2,1,0,2,1,1,1,0,0,0,1,1,1,0,1,0,1,1
I0287773,2,3,4,4,1,1,1,0,0,1,1,1,1,0,0,1,1,0
I0287819,1,4,2,4,1,0,0,0,0,1,1,0,0,0,0,0,1,0
I0288345,3,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
I0289191,2,1,3,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1
I0289248,2,6,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0
I0290273,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
I0291175,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
I0291227,1,8,3,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
I0291800,3,2,10,2,0,0,1,1,0,0,0,0,0,0,0,1,0,1
I0292326,2,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
I0292776,8,9,3,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0
I0293367,2,1,997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
I0293585,2,9,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
I0293821,8,9,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
I0295145,3,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
I0295237,2,1,10,3,1,1,1,0,0,0,0,1,1,0,0,0,0,1
I0295468,1,2,3,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0
I0295553,5,3,4,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0
I0295883,2,3,4,3,1,0,0,0,0,1,0,0,0,0,0,1,1,0
I0297530,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I0298900,2,10,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
I0299109,1,9,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I0300370,3,8,9,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
I0302129,4,9,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
I0302745,1,4,6,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
I0302919,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
I0303477,1,6,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
I0304669,3,2,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0
I0304949,1,3,9,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
I0306455,9,1,6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
I0306658,9,2,8,2,1,0,1,0,0,1,1,1,1,1,0,1,0,0
I0307030,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
I0309563,1,2,3,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
I0309641,2,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
I0311879,4,3,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
I0316303,1,8,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
I0317047,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0
I0319434,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0
I0320135,1,8,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
I0321332,1,2,6,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
I0323198,6,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I0323886,2,1,8,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0
I0325658,2,3,1,5,1,1,1,1,0,1,1,1,1,0,1,1,1,1
I0325659,9,3,8,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0
I0325962,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
I0326141,3,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1
I0326497,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
I0328302,1,2,10,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0
I0328597,4,1,0,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0
I0330087,1,2,6,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
I0330828,2,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,1
I0331440,3,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
I0333825,2,10,1,3,1,1,1,0,0,0,1,0,0,1,1,1,0,1
I0334105,3,1,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0
I0334613,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
I0335021,6,10,2,5,1,1,0,0,1,0,0,0,1,0,1,0,0,0
I0335286,2,1,9,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0
I0335961,0,0,0,5,1,1,1,0,0,0,1,0,0,0,0,1,0,1
I0337201,4,8,5,2,1,1,0,1,0,1,0,0,1,0,0,1,1,0
I0337602,9,8,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0
I0337642,1,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
I0337864,3,8,1,2,1,1,0,1,0,0,0,0,0,0,0,1,1,0
I0338126,5,6,1,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0
I0339223,3,8,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
I0340061,1,2,7,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
I0340291,3,4,8,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
I0340358,1,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
I0340927,7,8,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
I0341066,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I0341382,9,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
I0341488,5,2,11,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
I0341542,3,8,9,3,1,0,0,1,0,0,1,0,0,0,0,0,1,1
I0341673,1,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
I0342373,3,2,1,3,1,0,0,1,0,0,0,0,1,0,0,1,0,0
I0342471,2,3,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
I0342510,1,3,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1
I0342674,2,8,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
I0344621,6,1,3,3,1,1,1,0,1,0,0,1,1,0,1,1,0,1
I0344750,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
I0345309,3,8,2,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
I0345342,2,1,9,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
I0345821,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I0346558,7,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
I0346770,2,1,3,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0
I0348055,1,2,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1
I0348784,3,2,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
I0348928,8,3,9,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
I0349007,8,4,10,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
I0349146,1,2,8,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
I0350269,2,1,11,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0
I0353448,1,2,3,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0
I0353944,5,1,4,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1
I0354893,2,1,9,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
I0354969,2,7,9,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0
I0355986,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I0356395,1,2,8,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
I0359010,1,2,9,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0
I0359170,2,5,8,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
I0359447,8,2,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
I0360210,4,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0
I0360389,2,8,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
I0360765,2,7,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
I0361144,3,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
I0361860,2,3,1,2,1,1,1,1,0,0,1,1,1,1,0,1,1,1
I0362429,8,9,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0
I0362788,4,2,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
I0364206,1,2,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0
I0364338,1,3,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
I0365754,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I0367169,2,1,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
I0367853,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
I0367949,8,2,9,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1
I0368629,3,8,4,0,1,0,1,1,0,1,1,0,1,0,1,0,1,0
I0368926,1,8,2,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0
I0369172,1,3,2,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0
I0369351,3,2,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
I0369685,3,4,8,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
I0369783,1,2,6,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0
I0369992,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I0370064,3,4,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
I0371477,6,8,2,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0
I0372361,2,3,8,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
I0372438,8,1,3,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0
I0372753,2,9,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1
I0373549,1,9,2,2,1,1,0,1,0,1,1,0,1,0,0,1,1,0
I0373639,1,2,9,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
I0374647,1,9,3,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1
I0374781,9,2,8,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
I0375345,2,3,0,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0
I0375508,4,8,2,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1
I0376358,9,1,3,2,0,0,1,0,0,1,1,0,1,0,1,1,0,0
I0377758,6,8,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
I0378191,2,1,8,1,0,1,0,1,0,1,1,1,0,0,0,1,1,1
I0381393,1,2,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0
I0381747,1,4,8,5,0,0,0,1,0,1,1,0,1,0,0,0,0,1
I0381921,3,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
I0383505,2,3,8,2,1,0,0,1,1,0,0,0,0,0,0,0,1,0
I0383629,1,2,8,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0
I0384229,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I0384307,1,6,0,2,0,1,1,0,0,0,1,0,0,0,1,1,0,0
