panel_id,Major OTT,Minor OTT,YouTube,쇼핑,스포츠,cluster
P0508724,10.50898,0,0.316533,3.842105,0,1
P0508727,0.487841,0,1.06578,19.62963,0,2
P0508817,1.796671,0,1.850551,9.615385,0,1
P0508853,1.325902,0,8.670521,29.48,0,0
P0508857,0.153664,0,17.68945,11.22222,0,1
P0508950,0.762818,0.02006,43.06992,14.03704,0,1
P0509039,0.001541,0,0.728319,1.571429,0,2
P0509083,8.69343,0,0.359082,8.740741,0,0
P0509116,2.372365,0,11.41711,1.857143,0,1
P0509156,0.201536,0,2.647298,2,0.084985,0
P0509233,0.564412,0,13.86741,35.51852,0,2
P0509275,0.271146,0.021438,13.42082,5.565217,0,3
P0509328,5.287961,0,0.388344,7.884615,0,0
P0509349,0.73933,0,9.853833,0,0,2
P0509446,1.413872,9.937827,24.79983,13.96296,0,0
P0509464,0.635563,0,0.644075,12.11111,0,2
P0509468,8.234652,0,0.071869,11.25926,0.041154,2
P0509473,12.88304,0,0.563915,6.740741,0,1
P0509570,0.553597,0,4.165883,18.88889,0,3
P0509574,0.254138,0,2.291211,10.96154,0,2
P0509619,0.649944,0,1.019651,14.40741,0,2
P0509640,4.181132,0,1.011035,13.48148,0,1
P0509710,1.905764,0,0.254066,6.037037,0.499167,0
P0510041,0.215912,0,0.65191,3.037037,0,0
P0510064,0.200948,0,0.596177,20.77778,0,1
P0510148,2.364809,0,4.942374,7.076923,0,0
P0510166,0.054968,0,19.01868,25.92593,0,0
P0510175,0.352473,0,8.768238,8.846154,0,1
P0510181,4.118538,1.01802,4.09251,9.185185,0.084245,0
P0510214,4.368712,0,0.135715,22.92593,0,2
P0510287,5.90445,0,25.63971,9,0,1
P0510347,2.268444,0,2.288824,9.384615,0,1
P0510380,4.377936,0.25737,31.27287,1.5,0,1
P0510393,0.019729,1.103536,3.780692,8.653846,0,0
P0510410,2.713063,0,4.122607,4.16,0,1
P0510423,0.039045,0,2.664151,32.88889,0,2
P0510470,1.723201,0,1.259679,11.2963,0,0
P0510502,0.027692,0,0.843005,8.407407,0,1
P0510529,0.00375,0.006377,13.17841,45.59259,0,0
P0510664,0.616394,0,0.172924,9.259259,0,2
P0510680,1.27338,1.571088,6.067011,29.81481,0,2
P0510693,0.132925,0.010775,3.003359,13,0,0
P0510790,0.003068,0,0.036614,11.88889,0,1
P0510824,0.172375,0,14.76764,1.9,0,2
P0510844,7.914917,0,11.53068,13.77778,0,1
P0510847,11.31046,0,18.81452,23.92593,0,2
P0510874,0.095403,0.037672,4.973907,7.148148,0,2
P0510881,0.009985,0,1.482441,13.26923,0,0
P0511088,1.406103,0.687739,13.34082,7.740741,0,2
P0511098,0.094185,0.442333,1.839575,1.529412,0,0
P0511119,0.835452,0,0.857488,19.14815,0,1
P0511191,0.110031,0,0.135803,5.259259,0,0
P0511200,0.41407,0.000185,5.381614,9.851852,0,0
P0511203,1.310731,0,3.699605,33.34615,0,0
K0505285,0.708926,0,5.894302,13.59259,0,2
K0505360,8.301651,0,5.33378,17.2963,0,2
K0505576,6.52291,0,16.79078,3.925926,0.111837,0
K0505583,1.66273,0,3.326141,7.666667,0,1
K0505616,2.807006,0.188905,3.825188,18.37037,0.287362,1
K0505697,1.905808,0,0.995964,24.85185,0,0
K0505848,1.569606,9.624785,13.68897,6.347826,0.064505,0
K0505985,2.445384,0,5.869309,1.384615,0,3
K0506054,0.427956,0,2.026392,4.62963,0,0
K0506143,0.125805,0.030992,10.04255,12.48148,0.201456,0
K0506239,0.064867,0,7.545984,14.11111,0,1
K0506260,0.004472,0.351664,3.424517,31.2963,0.030046,0
K0506390,0.225338,0.031334,21.24269,2.346154,0,1
K0506474,0.401138,0,0.488082,2.473684,0,0
K0506508,1.229558,0,5.064604,5.518519,0,0
K0506546,0.041657,0.000188,9.701004,8.111111,0,2
K0506559,1.737762,0,0.941488,5.24,0,1
K0506563,0.02084,0.054446,0.051597,5.703704,0,1
K0506572,0.397373,0,3.873556,11.81481,0,0
K0506579,0.011601,0,12.65479,8.518519,0,1
K0506584,0.028376,0,1.281138,13.74074,0,1
K0506743,0.137872,0.019429,0.47426,24.18519,0,0
K0506915,2.83245,0.044448,5.572764,6.074074,0.917659,0
K0506920,1.4582,0,1.466061,38.59259,0.299688,2
K0506934,6.954657,0,1.586382,1.6,0,0
K0507015,0.668053,0,0.984849,22.88889,0,1
K0507021,5.183157,3.412206,17.51421,7.814815,0,1
K0507088,0.276803,0.107765,7.857529,6.619048,0.085229,0
K0507120,6.925576,0,6.068512,6.16,0,3
K0507199,0.523525,0,1.801558,10.19231,0.079615,0
K0507212,0.000142,0,18.85265,6.115385,0,1
K0503024,2.447813,0,2.698422,50.96296,0,2
K0503205,9.233933,0,16.73997,7.36,0,1
K0503247,0.024251,0,38.73022,30.18519,0,2
K0503278,0.975896,0,1.801914,16,0,1
K0503279,0.059103,0,0.032526,16.25926,0.139479,0
K0503303,0.055619,0,12.86595,8.074074,0,1
K0503332,0.44045,0,18.71189,1.125,0,1
K0503373,1.258013,0,0.921001,1.769231,0,0
K0503434,0.810994,10.09003,8.669964,4.37037,0.040779,0
K0503445,0.846237,0,18.98993,18.03704,0,0
K0503483,0.89644,0,3.559436,21.18519,0,1
K0503513,0.19722,0,0.388508,15.33333,0,1
K0503541,0.274482,0.045156,15.04143,5.625,0,1
K0503572,4.190465,0,3.472531,6.962963,0,0
K0503599,0.000604,0,0.595587,21.85185,0,2
K0503634,0.017232,0.026054,9.670596,7.444444,0,0
K0503722,0.406467,0.002206,0.383292,5.518519,0,1
K0503728,5.172404,0,11.77606,6.217391,0,0
K0503741,0.710472,7.757929,19.71099,13.44444,0,0
K0504001,1.070704,0.336132,5.776874,6.592593,0,0
K0504094,0.587039,0,12.89763,2.533333,0,0
K0504099,1.250309,0,29.83474,23.25926,0,2
K0504111,0.000254,0,10.087,2.791667,0,0
K0504160,0.874201,0.301082,11.76258,3.190476,0,0
K0504319,3.456144,3.350448,0.012802,3.846154,0,0
K0504321,0.006485,0.449201,9.362462,5.192308,0,0
K0504324,15.71015,0,11.87332,11.14815,0,1
K0504340,0.017704,0,1.673912,14.96296,0,3
K0504341,0.003338,0,0.240932,32.33333,0,2
K0504380,11.58046,0,3.488762,2.647059,0,1
K0504404,1.61012,0.909294,8.812115,5.695652,0,1
K0504555,1.602169,0,0.065056,11.07407,0,1
K0504585,0.012511,0,6.303065,18.7037,0,2
K0504615,0.326819,0,10.40001,10.96296,0,0
K0504622,10.38463,0,4.951445,10.59259,0,0
K0504664,0.589311,4.928695,19.22,13.18519,0,0
K0504673,8.791278,0.197416,20.42345,6,0,0
K0504679,0.006662,0,0.414346,11.66667,0,1
K0504696,0.484667,0,0.37615,10.11111,0,0
K0504712,4.217057,0.005896,1.053661,7.740741,0,0
K0504716,0.140964,0.572215,3.32984,22.88889,0,0
K0504861,2.856674,0.779223,0.818625,24.92593,0,0
K0504964,2.08599,0,14.05731,2.619048,0,1
K0505008,3.086829,0,1.255865,6,0,0
K0505026,3.335771,2.82054,23.35218,17.18519,0,0
K0505238,2.508415,0.347233,34.93476,4.592593,0,1
K0507303,0.038753,0,0.211535,56.48148,0,2
K0507344,0.727265,0.057174,9.973961,10.84615,0,2
K0507363,0.737266,0,40.09294,8.72,0,1
K0507406,0.067983,0,2.527586,5.708333,0,1
K0507556,0.016834,0,3.182937,45.85185,0,2
K0507560,0.138645,1.510147,24.97645,7.038462,0,1
K0507643,2.457881,0,0.551847,15.32,0,2
K0507782,0.004254,0,9.147158,14.2963,0,0
K0507820,0.671838,0,6.037027,33.7037,0.214742,0
K0507832,6.967677,0,6.372588,9.6,0,0
K0507916,8.493838,0,0.189036,12.81481,0,2
K0507930,0.504923,0.162163,9.87568,11.81481,0.821161,0
K0507998,11.86362,0.381025,5.959825,4.5,0.030423,0
K0508007,2.773166,0,13.43769,4.409091,0,1
K0508073,4.264525,0,2.676768,1.666667,0,1
K0508096,3.838432,0,2.387044,18.18519,0,0
K0508105,0.442419,0.823641,2.431978,0,0,0
K0508127,0.000189,0,1.483361,8.730769,0,0
K0508189,1.290852,0.411442,5.899952,13.2963,4.75E-05,0
K0508196,1.020156,0,11.55816,7.730769,0,1
K0508300,1.210745,0.006381,7.345651,4.217391,0,0
K0508360,0.369656,0,17.21229,16.11111,0.032013,1
K0508376,2.66932,0.003547,0.05735,9.555556,0,0
K0508457,4.236244,0.019718,25.57574,1.714286,0,1
K0508511,0.266243,0.856862,0.585171,9.481481,0,0
K0508562,8.403588,1.006031,0.25612,51.77778,0.055146,2
K0508635,1.685969,0,6.534244,4.84,1.764912,1
K0508643,2.203025,0.004231,11.01788,5.074074,0,2
K0508678,0.014916,0.720519,15.63876,6.730769,2.514242,0
K0508684,13.86981,0,2.187961,17.34615,0,0
K0508731,0.015049,0,2.791125,4.555556,0,0
K0508838,4.510245,0.028107,7.605842,5.961538,0,1
K0508933,5.132301,0,0.461093,12.48148,0,2
K0508945,0.100982,2.087796,1.166985,9.037037,0.318381,0
K0508992,0.010817,0.075017,35.12416,7.590909,0,1
K0509189,1.017033,4.674446,3.304907,1.928571,0,0
K0509197,6.317378,0,0.901949,26.04,0.143674,2
K0509206,0.018385,0,0,0,0,1
K0509229,0.00054,0,11.14021,3.888889,0,0
K0509294,0.013785,0,6.678219,5.37037,0,0
K0509352,3.839139,0.003371,13.10549,16.2963,0,1
K0509394,0.94807,0,7.609065,9.37037,0,0
K0509402,0.857419,0,28.89326,11.74074,0,1
K0509451,0.000871,0,21.34567,8.703704,0,1
K0509582,0.115608,0.671195,1.443707,2.666667,0,0
K0509719,1.342905,0,7.903677,35.2963,0,2
K0509868,3.319916,0,2.263447,22.03704,0.021483,0
K0509975,2.124936,0,11.2233,19.14815,0,2
K0509980,4.373099,1.323154,21.72857,8.222222,0,1
K0510054,0.652678,0,1.247585,8.666667,0,1
K0510157,14.47117,1.301363,0.694872,8.962963,0,0
K0510189,2.302066,0,2.618833,6.75,0,2
K0510237,0.19512,0.091685,13.61319,4.913043,0,1
K0510265,0.006952,2.473692,24.00648,4.217391,0,1
K0510281,0.020328,0,1.682754,10.81481,0,0
K0510374,0.108754,0,6.37898,11.14815,0,0
K0510386,0.005988,0,0.017622,20.33333,0,1
K0510410,0.097025,0,53.78463,2.466667,0,1
K0510430,0.593907,0.121808,8.134953,2.833333,0,0
K0510456,2.55093,0.547475,0.914575,9.444444,0,1
K0510473,1.583586,0,15.31393,16.03704,0,3
K0510494,0.004023,0,18.17779,12.92308,0,0
K0510641,0.747961,0,2.196371,3.5,0,0
K0510655,0.01603,0,0.575743,10.07407,0,2
K0510662,0.599269,0.000354,12.61787,14.48148,0,0
K0510696,0.000734,0,13.01341,26.11111,0,2
K0510739,1.313782,0,4.705778,13.81481,0,3
K0510746,1.308102,0.351983,26.0883,4,0.118814,1
K0510893,0.514328,0,8.530299,11.25926,0,0
K0510909,3.657707,0,1.992516,13.2963,0,1
K0510919,0.052915,0,6.451463,0,0,0
K0510972,0.881237,0,0.240836,40.33333,0,0
K0511011,0.000702,3.456195,18.00757,2.47619,0,0
K0511027,0.022748,0,15.8493,13.7037,0,1
K0511046,0.001511,0,14.48206,13.07407,0.009607,1
K0511131,0.692523,0,2.070676,13.12,0,2
K0511179,0.653357,0,2.040095,7.740741,0,0
K0511197,0.264747,0,0.924212,4.52,0,1
K0511354,0.001166,0,0.008036,12.37037,0,0
K0511381,0.044185,0,10.28591,8.740741,0,1
K0511413,0.448666,0,9.674718,2.384615,0,1
K0511453,1.397102,0.706109,16.12695,13.28,0,0
K0511477,0.204383,0.515399,1.210321,16.92593,0,0
K0511538,0.01388,0.018114,1.267003,5.192308,0,1
K0511597,3.85516,0.440786,9.069721,2.578947,0,3
K0511614,0.029412,0,4.677854,10.59259,0,2
K0511629,0.067133,0,0.170262,17.33333,0,2
K0511691,2.356711,0,6.254524,7.740741,0,2
K0511698,0.338271,0.538318,7.318486,3.16,0,1
K0511738,1.728133,0,13.79001,5.185185,0,0
K0511819,1.177756,0.327309,12.77943,8.333333,0,1
K0511918,3.086256,0,13.06132,2.210526,0,0
K0512024,0.000617,0,0.295205,16.66667,0,1
K0512667,8.501026,0.287175,3.545735,7.777778,0,1
K0513122,0.042285,0.000686,3.087269,5,0,1
K0513559,1.166239,0.000316,2.641701,6.666667,1.220401,1
K0513582,0.298084,0.175565,2.016397,7.592593,0,1
K0513746,3.290951,0.01181,20.50975,6.923077,0.288168,1
K0513881,1.647865,0,0.061642,20.77778,0,2
K0513944,2.140001,0.028099,4.475311,18.48148,0,3
K0513955,0.267443,0,22.50023,6.076923,0,1
K0514041,0.085656,1.39548,6.467666,4.269231,0,0
K0514076,36.08736,0.494916,3.838239,17.85185,0,0
K0514111,1.27274,0,4.19241,6.777778,0,0
K0514161,0.072366,0,13.13587,5.8,0,0
K0514247,5.266928,0.469497,0.269361,15.40741,0,0
K0514252,1.407594,0,11.77333,9.740741,0,0
K0514270,0.536363,0,16.35204,32.03704,0,2
P0462043,0.813751,0.057621,1.292829,20.37037,0,0
P0462100,0.382641,0.408779,12.0203,7.740741,1.028529,0
P0462252,8.086852,0,2.953157,4.631579,0,1
P0462419,0.218441,3.922814,19.92082,7.576923,0,0
P0462628,1.432906,0,8.243942,13.88889,0,2
P0462813,9.14982,0,5.973532,20.81481,0,1
P0462832,3.369005,0,32.66504,1.181818,0,3
P0462877,0.034226,0.225168,6.952662,3.7,0,1
P0462983,1.702339,0,1.824309,6.115385,0,0
P0463074,1.131579,0,12.83019,4.375,0.079978,0
P0463249,0.44936,0,1.356997,6.111111,0,1
P0463530,0.0884,0.315797,1.394506,0,0.425601,0
P0463767,0.9459,0,7.899247,5.869565,0,0
P0463786,0.103028,0,0.350453,4.2,0,1
P0463882,0.707143,0.004806,1.281012,25.37037,0,2
P0463981,2.165819,0.843905,0.000429,2.571429,0,1
P0463987,0.354741,0.227632,18.13896,4.703704,0,0
P0464227,0.13863,0,10.44196,16.81481,0,2
P0464466,0.002163,0,2.236903,15,0,2
P0464474,0.001349,0.195272,0.967664,30.25926,0,3
P0464507,4.208728,0,7.333603,3.391304,0,1
P0464523,2.302704,0,0.011772,24.62963,0,0
P0464629,0.026813,0.104612,13.70894,24.55556,0,0
P0464826,0.418444,0,0.190072,12.2963,0,1
P0464985,1.814098,0,4.371027,10.14815,0,1
P0465091,8.60583,0.030588,0.717133,3.473684,0,3
P0465229,0.004186,0,0.2855,15.85185,0,3
P0465239,1.898981,0,7.712858,12.81481,0,0
P0465266,0.102374,0.360363,13.82137,12.14815,0.020747,2
P0465400,0.072337,0,4.902797,15.33333,0,1
P0465520,1.04623,0,0.125238,12.85185,0,0
P0465556,3.721444,1.344622,28.11904,12.30769,0,1
P0465658,0.044147,0,0.236806,16.81481,0,2
P0465864,0.390115,1.246978,20.24302,12,0,0
P0466040,2.027832,0.776904,1.163809,7.333333,1.39607,0
P0466160,0.066458,0,0.613921,13.11111,0,0
P0466314,2.829749,0,19.23412,16.37037,0,1
P0466848,0.799342,0.35958,22.4171,0,0,0
P0466980,0.00042,0.000298,3.174958,8.608696,0.304254,0
P0467186,3.083865,0,16.421,17.66667,0,2
P0467568,4.752543,1.875847,16.03298,0,0,0
P0467636,0.081091,24.96493,9.980429,5.185185,0,0
P0467682,0.863142,0,0.239177,50.59259,0,0
P0467690,2.868722,0,1.684559,14.88889,0,2
P0467721,0.488547,0,0.782085,11.85185,0,1
P0467726,2.432839,0,0.976308,28.84615,0,3
P0467738,0.049729,0.49129,0.430822,2.363636,0,3
P0467815,0.026006,0,14.82141,13.40741,0,1
P0468021,0.939085,5.381358,19.78084,1.45,0,1
P0468190,1.181947,0,3.419189,7.555556,0,1
P0468322,8.982077,0,0.091148,19.07407,0,0
P0468379,7.915994,0,0.337973,22.62963,0,1
P0468738,0.02646,0,6.747135,11.62963,0,3
P0468865,0.061161,2.725243,22.57046,11.25926,0.987865,0
P0468876,1.824123,0,0.849759,11.25926,0,1
P0468882,0.530924,0,24.6341,10.59259,0,1
P0468942,0.249483,0.215723,5.44798,5.458333,0.05816,2
P0469021,0.013991,0,30.6258,2.5,1.138667,0
P0469069,2.589339,0,29.81299,63.18519,0,0
P0469578,2.023506,0.13295,0.224838,4.388889,0,0
P0469645,5.514342,0,19.84435,5.769231,0,1
P0469946,0.474494,0,1.26866,6.391304,0,1
P0470233,0.019732,0,1.119409,9.703704,0,0
P0470237,0.049565,0,0.85156,2.923077,0,1
P0470537,0.107753,0,0.118454,66.62963,0,2
P0470634,0.725095,0.054051,21.71347,43.77778,0,2
P0470647,3.11347,0,0.279841,25.7037,0,2
P0470688,2.629705,0,0.890127,9.740741,0,2
P0470746,0.605889,0,12.4267,8.777778,0,0
P0470979,1.721295,0.572311,23.12047,5.555556,0,1
P0470996,1.101572,0,3.741422,24.59259,0.079693,3
P0471152,1.709476,0,0.215543,31.48148,0,2
P0471467,5.929732,0,6.968304,5.481481,0.035658,0
P0471811,3.549406,0,0.984936,10.81481,0,1
P0471993,3.942251,0,0.369597,15.18519,0.038473,0
P0472501,1.773002,0,6.229715,20.62963,0,0
P0472598,0.614833,0.174867,4.898258,22.96296,0,2
P0472642,0.035549,0.043452,4.652791,6.703704,0,2
P0472649,0.423399,0.142736,0.243374,2.083333,0.141467,0
P0472829,9.615744,0.020321,1.060109,5.777778,0,0
P0472840,0.06361,0.174899,0.929863,6,0.065471,1
P0472843,5.274461,0,0.406023,12.14815,0,1
P0472860,0.391653,0,10.38548,13.65385,0,0
P0472956,4.327459,0,3.465248,22.74074,0,2
P0472967,0.058995,0,16.69,6.333333,0,1
P0473066,0.011024,0.148214,2.859143,5.884615,0,1
P0473169,0.50037,0.007267,0.300092,17.62963,0.159783,1
P0473212,0.012758,0,13.89491,8.148148,0,1
P0473347,1.657378,0,1.303191,22.22222,0,0
P0473486,2.510625,0,20.81869,12.62963,0,0
P0473546,1.229157,0.187024,20.49801,14.51852,0,0
P0473899,0.027242,0.013047,0.61127,35,0.011321,0
P0473901,14.79193,0,2.179256,7.518519,0,1
P0474181,0.044553,0,0.198583,14.44444,0,1
P0474278,4.636718,0.229967,23.15453,16.07407,0,1
P0474303,0.003069,0,1.81045,27.7037,0,2
P0474441,1.309855,0,1.259956,14.07407,0,0
P0474540,0.91284,0.075821,24.91107,10.74074,0,2
P0474686,0.166221,0,0.016664,22.25926,0.093256,2
P0474728,0.547354,0,12.35773,11.59259,10.72224,0
P0474773,3.004247,0.373134,12.18466,4.269231,1.932083,0
P0474807,0.038602,0.008626,0.553704,5.833333,0,1
P0474992,4.423867,0,0.524442,20.25926,0,0
P0475124,0.053273,0,0.339909,28.11111,0,2
P0475227,0.026733,0,2.28204,11.51852,0,2
P0475294,1.687524,0,1.916808,14.55556,0,0
P0475391,0.944149,0,9.840259,1,0,1
P0475441,0.759189,0.066049,7.3427,2,0.083312,0
P0475541,0.038505,0,0.368058,24.88889,0,2
P0475627,0.529137,0,3.248067,14,0,2
P0475673,0.001732,0.300915,22.21916,19.37037,0,0
P0476031,8.984444,0,39.82722,12.18519,0,1
P0476055,0.166802,0.073837,9.279012,9.444444,0,0
P0476092,1.463138,0,1.256304,16.51852,0,0
P0476146,0.737113,0,8.286457,20.74074,0,2
P0476191,13.95796,0,0.348528,0,0,1
P0476389,0.14869,0,1.757447,28.40741,0,1
P0476429,0.004723,0,0.799942,21.66667,0,1
P0477134,2.281242,0.999826,2.853372,11.77778,0,2
P0477184,0.477482,0,2.589214,9.888889,0,0
P0477185,2.618558,0,0.941522,13.74074,0,2
P0477191,1.287429,0,2.820718,8.481481,0,1
P0477432,1.549388,1.275525,6.380782,10.44444,0,0
P0477523,10.16017,3.861382,1.054092,32.92593,0,0
P0477596,1.174587,0,3.252929,4.888889,0,1
P0477898,1.544526,0,19.50115,11,0,1
P0477899,0.112488,0,0.232634,11.48148,0,2
P0477916,0.904209,0.112944,24.05345,5.692308,0,0
P0477993,3.325367,0,17.91057,2.55,0,0
P0478125,0.527781,0.06907,14.82506,33.33333,0.015147,2
P0478319,3.431785,0,16.27687,5.307692,0,1
P0478526,0.009276,0,0.37756,22.66667,0,1
P0478626,0.012767,0,11.67606,19.85185,0,1
P0478675,0.788078,0,2.003315,20.59259,0,3
P0478839,1.687145,0,10.19356,10.88889,0,1
P0478868,0.331195,0,6.641062,9.555556,0,1
P0479002,0.067703,0,0.032752,18.07407,0,2
P0479085,0.005424,0,12.08263,5.615385,0,0
P0479112,0.001712,0,0.5258,28.7037,0,2
P0123832,0.004327,0.014204,14.66817,24.14815,0,3
P0124854,0.075594,1.174857,17.71767,6.296296,0,1
P0124863,1.229488,0,11.80147,1.666667,0,0
P0125103,0.110927,0,0.305667,14,0,2
P0125125,2.762897,0,1.229585,33.55556,0,0
P0125189,0.927635,0.066016,5.265739,11.81481,0.042669,0
P0125475,8.86E-05,0,0.680787,20.37037,0,2
P0125655,1.780352,0,7.225357,17.03704,0,0
P0125659,1.658202,0,0.138525,7.555556,0,0
P0125768,0.660069,0,16.54051,10.33333,0,0
P0126503,0.630439,0.002469,11.09235,61.14815,0,2
P0126741,0.624365,0,0.797864,14.51852,0,0
P0126784,0.484488,0,12.33396,20.51852,0,0
P0127444,27.37954,0,3.216082,8.222222,0,1
P0127623,0.00719,0,0.36813,18.62963,0,0
P0127763,1.676211,0.15043,1.129143,12,0.117833,3
P0129163,0.999894,0.035621,11.77509,4.52,0,1
P0129262,0.636266,0.014002,7.397554,5.307692,0,0
P0129364,0.880189,0,5.358169,24.14815,0,1
P0129593,0.125677,0,20.21884,14.22222,0,3
P0129700,0.642468,0.631138,13.65066,12.11111,0,1
P0129878,8.155455,0,10.60091,15.85185,0,0
P0130239,0.233093,0,0.361579,5.76,0,0
P0130668,3.142427,11.32116,34.19829,1.416667,0,0
P0131584,0.778902,0.000979,0.316699,18.51852,0,1
P0131958,0.094709,0.128756,0.18435,22.6,0,2
P0131962,0.015463,0,2.370142,12.18519,0,1
P0132514,1.765124,0,11.75712,13.88889,0,0
P0133008,1.08752,0.025376,17.67072,7.703704,0,0
P0133609,0.668214,0.019545,4.00783,9.037037,0,0
P0134139,0.440798,0,7.209286,1.875,0.649891,0
P0134214,0.107447,0,6.756749,6.12,0,1
P0134420,0.543794,0,0.221896,13.40741,0,1
P0134500,0.112877,0,6.765969,16.64,0,3
P0134533,1.03405,0,0.161381,6.037037,0,0
P0134709,0.296066,0.041043,14.58711,13.51852,0,0
P0134825,0.048924,0,4.649764,15.30435,0,0
P0134983,1.085539,0,2.947512,44.7037,0,2
P0135010,3.870585,0,0.813738,50.77778,0,2
P0135072,3.627792,0,1.76164,13.03704,0,0
P0135493,0.173738,0.12116,1.103183,13.125,0,0
P0135544,1.175225,0.006704,1.218036,2.782609,0,0
P0135556,3.122019,0.169841,2.211572,29.88462,0,2
P0135939,9.262331,0,1.340895,6.038462,0,2
P0136214,14.45786,0,6.66594,7.925926,0,1
P0136619,1.037002,0.931637,0.3465,4.555556,0,0
P0136803,0.141002,0,1.78129,29.77778,0,2
P0136913,0.018134,0.01029,0.682386,38.25926,0,2
P0136928,0.027802,0,0.033791,11.33333,0,0
P0136943,0.39843,0,0.889265,8.703704,0,0
P0137064,0.019328,0,2.715042,47.55556,0,2
P0137103,5.175266,0,9.67798,3.875,0,0
P0137318,8.368252,0,25.25973,9.703704,0,1
P0137419,0.422135,0,0,9.592593,0,1
P0137616,1.18004,0,7.213796,6.074074,0,2
P0137680,11.685,0,8.087969,19.92,0,0
P0137688,4.93447,0,3.103236,1.2,0,0
P0137732,0.547608,0,10.32921,12.88889,0,0
P0137854,0.297511,0,5.699305,38.2963,0,2
P0137900,8.897334,1.317379,19.16148,19.74074,0,2
P0137958,0.526213,0,7.520163,9.148148,0,1
P0138032,0.071639,0,0.906976,62.77778,0,2
P0138097,1.279382,0,0.211558,19.66667,0,2
P0138379,4.93563,0,15.33962,8.074074,0,1
P0138963,1.939902,0,6.725668,9.444444,0,1
P0139097,0.075564,0.110668,0.076267,13.03704,0,0
P0139547,4.07877,0.490014,5.274767,17.7037,0,0
P0140043,1.067556,0.037676,23.07596,7.407407,1.323729,3
P0140115,0.695238,0.032726,5.566842,13.81481,0,2
P0140364,0.035489,0,11.73564,13.25926,0,2
P0141094,1.307909,0,1.59693,21.62963,0,0
P0141274,11.37122,1.313218,20.34198,1,0,1
P0141684,0.178097,0.637834,10.74093,6.777778,0,0
P0141703,1.932865,0.001097,16.44728,11.74074,0,2
P0142196,0.185381,0,9.975415,39.03704,0,2
P0142344,0.009555,0.005889,15.5409,28.92593,0,2
P0142371,0.036075,3.166677,2.305324,18.33333,1.653308,2
P0142386,2.294012,0,2.107008,21.8,0,0
P0142430,4.803092,0.066689,17.52696,33.44444,0,2
P0142688,1.167148,0,13.27278,24.51852,0,2
P0142873,1.153816,0,4.3266,9,0,0
P0142945,0.026039,0,3.58531,30.22222,0,2
P0143284,18.25128,0,16.28678,17.22222,0,2
P0143722,0.66908,0,5.955919,26.11111,0,2
P0143726,0.03826,0,0.128254,21.92593,0,3
P0143786,1.776066,0,20.5002,13.81481,0,1
P0143918,0.088947,0.439819,13.56528,17.33333,0,2
P0144405,0.708046,0.000639,10.46552,11.96296,0.027544,0
P0144564,1.922125,0.001714,2.931721,25.96296,0,2
P0144647,1.005301,1.241402,0.622792,9.740741,0,2
P0144704,0.000438,0,6.581123,21.7037,0,0
P0145154,3.679717,0,1.763508,22.62963,0,1
P0145193,0.756035,0,31.81037,4.4,0,1
P0145233,4.286276,1.191944,3.194751,15.37037,0,2
P0145277,0.000363,0,21.32979,2.952381,0,0
P0145674,7.955552,0,7.465693,37.2963,0,2
P0145744,2.771713,0,4.579663,9.185185,0,2
P0145751,12.43729,0,4.875504,5.2,0,0
P0145794,2.792731,2.619869,12.19902,37.81481,0,2
P0145937,0.61027,0.019664,2.11023,16.33333,0,3
P0145975,2.464473,0,1.383997,12.62963,0,2
P0146016,0.833226,0.142497,8.230096,25,0,2
P0146155,1.906235,0,12.62468,14.74074,0,1
P0146186,0.198066,0,12.40037,11.85185,0,1
P0146307,0.335147,0,10.35728,6.148148,0,0
P0146399,0.497976,0,0.152235,26,0.247849,2
P0147016,2.455458,0,12.38998,11.18519,0.036224,0
P0147222,0.962465,0,5.052194,12.5,0,0
P0147231,0.244463,0,0.33418,5.851852,0,1
P0147285,0.237037,0.649021,11.35141,21,0,0
P0147721,2.399075,1.20648,10.84937,4.923077,0,0
P0148304,1.780137,1.239837,10.69893,11.96296,0,0
P0148603,2.159786,0,16.63192,3.666667,0,0
P0148855,4.817506,0,14.87021,12.51852,0,1
P0148901,0.217063,0,3.355671,23.92593,0,3
P0148907,0.022616,0,2.08748,22.14815,0,1
P0148948,1.624556,0,21.58278,4.08,0,1
P0149104,0.333993,0,0.01939,4.777778,0,0
P0149107,1.383936,0,0.00744,2.666667,0,1
P0149387,4.740145,0,17.13694,46.66667,0,3
P0149461,4.190306,0.181081,10.40249,11.88889,0.153355,0
P0149689,1.254962,0.045893,15.72783,9.518519,0.056548,1
P0149785,0.008778,0,0.33946,5.925926,0,0
P0149934,1.870206,0,0.039253,56.11111,0,2
P0149935,13.737,0,0.295973,11.34615,0,2
P0150269,2.281836,0,10.57695,15.14815,0,0
P0150529,0.759627,0.002686,11.73303,10.92593,0,0
P0150605,6.452798,0,26.35464,1,8.830263,0
P0150805,0.001875,0,8.463321,7.185185,0,1
P0150979,0.922305,0,1.225404,4.074074,1.778478,2
P0151303,0.15884,0.693171,0.485857,10.88889,0,2
P0151419,9.138979,0,1.840699,15.74074,0,3
P0151566,2.978943,0,0.734571,26.88889,0,0
P0151659,0.043231,0,1.781513,12.03704,0,1
P0151681,7.365171,0.025331,0.530233,34.88889,0,0
P0151738,0.314124,0,1.061222,14,0,1
P0151891,1.779377,0.662158,1.0813,13.48148,0,0
