panel_id,Major OTT,Minor OTT,YouTube,쇼핑,스포츠,cluster
I0979735,0.199734,0,20.57973,4.32,0,1
I0979736,3.765355,0,11.11606,6.111111,0,1
I0980088,0.003926,0,14.03908,16.81481,0,0
I0980131,1.842805,0.124293,16.71792,3.64,0,1
I0980232,0.62718,0.144372,2.608708,8.333333,0,0
I0980235,0.261309,0,7.836663,5.925926,0,1
I0980245,0.556776,0.515465,21.44116,11.72,0.822396,0
I0980280,6.993226,0,1.886684,7.666667,0,3
I0980292,0.321341,0,0.769578,2.142857,0,3
I0980311,0.054318,0.552858,3.599015,31.37037,0,2
I0980484,0.683495,0,7.503791,1.142857,0,1
I0980574,0.017836,0,13.57922,1.25,0,0
I0980635,1.977899,0,0.204225,5.925926,0,0
I0980693,0.00022,0,14.38719,0,0,3
I0980728,0.100214,0,16.1191,4.62963,0,1
I0980795,2.956346,1.088491,4.900102,5.304348,0,2
I0980834,1.054502,0,9.621371,5.12,0,0
I0980858,1.389123,0.592363,4.309628,8.68,0,0
I0980921,0.003561,0.005732,18.27364,6.428571,0,1
I0980924,1.204471,0,0.995512,4.652174,0.083207,0
I0980964,5.495146,0,14.94478,13.69231,0,0
I0981097,0.193274,0,0.975713,21.48148,0,0
I0981103,1.046806,0,0.704957,21.59259,0,2
I0981175,0.310095,0.031719,2.914278,4.777778,0,0
I0981218,0.647618,0.016064,18.45673,29.6087,0.008699,2
I0981402,0.9243,0.296999,12.14707,12.23077,0,0
I0981470,0.116785,0,9.084377,3.115385,0,3
I0981499,0.324303,0,4.245039,8.259259,0,0
I0981521,0.108432,0.026251,4.209919,9.703704,0,0
I0981568,0.378649,0,16.85623,4.15,0,2
I0981728,0.071008,0,7.480528,0,3.937618,0
I0981738,0.176016,0.000674,0.773338,8.185185,0,3
I0981814,2.974835,0.00036,26.4537,5.44,0.02162,1
I0981853,3.452729,1.45859,6.160747,4.8,0,0
I0981917,0.33195,0,4.107748,25.96296,0,2
I0981980,0.194606,0,24.98148,0,0,1
I0981981,19.76891,0,1.919084,7.37037,0,1
I0981987,0.464759,0.656388,9.599531,10.66667,0,0
I0981992,3.262312,0,18.95796,5.615385,0.009471,2
I0982017,0.037715,0,3.507421,1,0.314631,1
I0982019,0.970496,0.024315,7.820171,9.592593,0,2
I0982034,0.928663,0,27.84946,7.851852,0,2
I0982049,0.018874,0,0.040173,5.08,0,2
I0982188,0.880947,0,0.046659,21.14815,0,2
I0982280,0.033883,0.139072,0.247345,18.25926,0.226204,1
I0982383,4.901441,0.011103,6.366985,7,0.144011,0
I0982400,4.886982,0,11.7085,15.51852,0,3
I0982465,0.346428,0.040501,0.032475,2.608696,0.612013,0
I0982557,2.886844,0,6.777317,15.59259,0,1
I0982591,0.452916,0,7.231714,14.65385,0,2
I0982608,0.184239,0,0.080157,4.954545,0,1
I0982704,0.831294,0,5.771739,1.555556,0,1
I0982780,0.749311,2.280253,3.27101,3.037037,0,1
I0982836,0.199452,0.188824,9.216447,9.481481,0,0
I0982908,2.710928,0.624452,7.413398,9,11.77411,0
I0982920,0.93824,0,11.76873,4.222222,0,0
I0982956,0.071355,0,0.112984,22.48148,0,1
I0982975,0.226537,0,3.819113,4,0,0
I0983010,1.968536,0.021321,12.12471,4.36,0,0
I0983050,0.743267,0,7.79688,9.407407,0,2
I0983054,0.444627,0,0.357054,22.55556,0.010788,0
I0983064,0.163675,0,6.068733,10.92593,0,1
I0983067,0.058158,0.467837,2.674893,17.88889,0,2
I0983173,3.679571,0,2.281702,42.92593,0,2
I0983305,2.941007,0,11.55808,2.47619,0,0
I0983345,3.786431,0.000476,11.92869,15.59259,0,0
I0983462,1.941554,0.168529,11.25007,3.173913,0.21799,0
I0983481,1.361238,0,0.194422,4.555556,0,0
I0983488,0.060211,0,0.053374,55.2963,0,2
I0983606,2.120341,0,14.87423,1.625,0,1
I0983609,1.040638,5.426487,26.73665,4.6,0,1
I0983628,0.081445,0,17.45101,4.653846,0,1
I0983660,1.393855,0,21.56872,5.555556,0,2
I0983677,0.021814,0,0.009723,7.481481,0,2
I0983680,0.152771,0,11.86036,1,0,2
I0983754,0.16314,0.002304,3.220718,12.7037,0,2
I0983776,0.276694,0.211381,12.67945,9.555556,0.70021,0
I0983777,3.373523,0.931647,17.43484,6.740741,0,1
K0000221,10.18346,0,1.603707,4,0,0
K0000311,0.00933,0,23.67656,6.333333,0,1
K0000530,3.581579,0.020736,1.999519,30.07407,0,2
K0000565,0.003357,0,1.483206,16.25926,0,1
K0000583,7.148672,0,3.874894,13.44444,1.342239,2
K0000809,0.0894,0.090735,17.84801,13.59259,0,2
K0000889,0.012181,0,3.574574,5.777778,0,1
K0000948,0.014599,0,5.459767,37.92593,0,2
K0001029,0.549387,0,5.547931,1,4.571587,0
K0001179,0.779793,0.155385,16.9028,51.11538,0,0
K0001323,1.028694,0,13.62267,3.6875,0,2
K0001528,0.747332,1.016471,35.2666,4.111111,1.894362,0
K0001591,0.116143,0,0.391831,1.6,0,1
K0001617,3.530272,0,8.853165,6.111111,0,0
K0001663,1.205399,0,30.8513,3.25,0,1
K0001809,10.11835,0,8.211573,10.22222,0.108523,1
K0001870,0.003209,0,0.077147,30.7037,0,1
K0001873,3.274265,0,11.74805,8.777778,0,0
K0002004,1.50932,0,4.95723,7.259259,0,2
K0002010,2.510113,0,8.513216,27.40741,0,2
K0002202,1.416342,0,4.255103,1.857143,0,0
K0002501,0.034948,0,22.55351,9.444444,0,1
K0002600,0.000274,0,30.86097,32.92593,0,2
K0002765,2.611789,0.063507,3.615518,11.37037,0,3
K0002851,3.146403,0.003997,0.159595,19.55556,0.96522,2
K0003121,0.022608,0,1.148922,4.92,0,0
K0003188,0.026738,0.870484,1.546098,83.33333,0.763739,2
K0003262,0.730307,0.044541,5.716013,23.33333,0.037892,0
K0003279,0.042651,0,0.123857,14.18519,0,2
K0003417,0.549555,0,0.824946,21.07407,0,0
K0003438,0.647875,0.132892,0.321652,44.6,0,2
K0003704,0.33393,0,7.090042,41.25926,0,2
K0004030,3.711496,0,6.648975,22.88889,0,2
K0004364,3.508905,0.000147,0.786568,7.608696,0,0
K0004745,3.873843,0,11.78717,4.777778,0,1
K0004856,15.22206,5.884631,68.48801,6.64,0,1
K0004960,2.238156,0,0.226951,25.59259,0.065968,0
K0005082,1.048189,0,45.80464,13.37037,0.335408,1
K0005234,3.440201,0,3.837126,19.7037,0,0
K0005495,2.610792,0.230239,5.369166,4.44,0,1
K0005617,6.229989,0,1.309953,5.423077,0,0
K0005635,1.666199,0.065776,19.78574,4.851852,1.693324,0
K0005775,2.992197,0.06544,1.280271,6.222222,0,0
K0005935,0.052192,0,0.168189,21.81481,0,0
K0006059,0.013933,0,3.468066,45.11111,0.256387,2
K0006085,16.6239,0,3.857991,13,0,2
K0006239,6.061017,0,0.018278,7.777778,0,1
K0006266,1.526669,0,3.333555,1,0,0
K0006339,0.203498,0,7.719401,50.44444,0,2
K0006397,0.305125,0.364832,6.152587,16.07407,0,2
K0006472,0.695678,0,3.543136,7.68,0,0
K0006569,0.199705,0.501774,6.602329,8.851852,0,0
P0436071,6.037993,3.151486,43.11311,3.947368,0,1
P0436660,0.025997,0,7.716189,6.115385,0,1
P0436882,5.295615,0.055085,11.83798,2.190476,0,1
P0437088,6.974475,0,1.676916,6.444444,0,1
P0437388,9.416341,0.199064,21.97888,6.703704,1.58306,0
P0437709,0.872632,0,7.790118,3.115385,0,0
P0437991,1.332529,0.563502,22.8723,5.423077,0,0
P0438226,0.114575,0,13.03582,9.074074,0,0
P0438322,1.622722,0,0.95759,5,0,1
P0438474,0.129752,0,17.13745,8,0,0
P0438942,0.972802,2.634983,0.959078,2.285714,0,1
P0439033,0.445643,0,3.408035,18.07407,0,0
P0439232,4.105347,0.40889,18.38441,12.48148,0,0
P0439260,0.670635,0.026794,0.731385,15.92593,0.000911,0
P0439623,0.703396,0,7.331391,11.85185,0,2
P0439923,0.130296,0,8.556803,15.33333,0,0
P0440167,7.961429,0.36984,11.00162,18.07407,0,3
P0440240,0.000326,0.008811,2.846514,26.85185,0,0
P0440424,0.014932,0,0.039064,18.37037,0,1
P0440558,0.017241,0,0.983789,5.777778,0.113729,1
P0440993,0.012647,0.6208,3.65349,25.2963,0,2
P0441266,0.047517,0,1.218147,1.428571,0,0
P0441531,0.04624,0,20.66404,6.692308,0,1
P0442293,0.116793,0,4.670182,24.48148,0,0
P0442520,0.000719,0,1.843407,27.14815,0,2
P0442553,0.407823,0,5.117809,8.111111,0,0
P0442705,2.394712,0,32.84061,6.461538,0,3
P0442769,0.544045,1.509992,17.6446,5,0,0
P0442818,1.304236,0,3.958585,1.461538,0,0
P0443497,0.048846,0,3.590659,4.2,0,0
P0444024,0.539044,0,0.924754,5.538462,0,3
P0444125,1.077297,0,10.02192,1.142857,0,1
P0444175,1.172533,0,5.469523,20.18519,0,0
P0444237,1.508106,0,5.367754,8.925926,0,0
P0444243,0.320614,0.19926,0.52943,5.153846,0,1
P0444522,3.314323,0,4.30467,6,0,1
P0444559,1.859498,0,17.91463,3.153846,0,1
P0444738,0.880868,0,5.26534,19.66667,0,0
P0444809,0.433046,0,2.675527,6.074074,0,1
P0445930,0.232385,0,15.32144,7.925926,0,0
P0446019,3.201467,0,2.198311,2.157895,0,1
P0446087,4.234295,0,0.783464,5.12,0,0
P0446496,1.302098,0,12.26353,12.85185,0,0
P0446859,0.088104,0.161957,10.67917,18.59259,0,0
P0446904,0.184223,0,1.770337,12.48148,0,1
P0447026,2.751824,1.619538,0.584129,9.37037,0,0
P0447658,2.699009,0.038281,0,2.2,0,2
P0448047,1.325618,3.467746,18.4758,3.4,0,0
P0448350,0.321075,0,26.26961,12.85185,0,2
P0448767,0.062588,0,6.854089,25.62963,0,0
P0449034,0.051434,0.000228,9.740457,39.74074,0.387438,0
P0449071,0.844042,0,2.833976,8.296296,0,1
P0449328,0.064337,0.000101,0.475203,29.14815,0,1
P0449372,2.939268,0,1.674802,11.37037,0.089309,3
P0449878,5.562515,0.017281,2.820186,8.111111,0,0
P0450251,0.115307,0,0.232566,50.18519,0,3
P0450390,0.210289,0.638438,13.53495,54.62963,0.083359,2
P0450505,0.008836,0.00089,8.376208,7.259259,0,3
P0450511,0.679197,0.00304,21.47125,16.25926,0,1
P0450702,0.001273,0,0.569258,5.882353,0,2
P0450747,0.373566,0.914764,6.811274,3.4,0,2
P0450790,0.072191,0,14.99774,5.708333,0,3
P0451124,0.697791,0,2.758814,6.730769,0,1
P0451346,9.922949,0,17.76604,10.96296,0,1
P0451349,2.740264,0,0.078314,42.73913,0,2
P0451374,0.041351,0,5.614745,11.55556,0,2
P0451576,0.02445,0,0.550474,5.24,0,1
P0451677,1.227564,0,0.065544,18.18519,0,3
P0451683,0.776813,0,5.180231,23.74074,0,1
P0451744,0.184024,0.133489,9.618644,5.210526,0,1
P0451821,0.334723,0,0.555817,44.80769,0,2
P0451842,0.002901,0,2.304266,3.190476,0,0
P0451922,3.006457,0.001392,0.980831,12.37037,0,2
P0452091,2.498262,0,10.94521,6.333333,0,1
P0452121,0.964211,0.228047,6.213703,15.44444,0,0
P0452137,9.275252,0,2.193688,6.740741,0,0
P0452151,0.092715,0.872019,0.165852,56.40741,0,2
P0452371,5.218155,0.256713,8.222443,6.111111,0,0
P0452449,1.439483,0.310195,48.58884,29.2963,0,3
P0452599,0.056442,0,0.274813,18.88889,0,2
P0452698,0.528847,0.027799,11.90513,23.59259,0,2
P0452745,0.170125,0,8.664955,16.25926,0,0
P0452765,0.054981,0.363168,28.9934,2.666667,0,1
P0452768,0.000781,0,0.328133,9.666667,0,0
P0452840,5.564474,0,18.24091,5.444444,0,1
P0452852,2.823936,1.388575,1.805277,16.88889,0,1
P0452902,22.15807,0,1.90705,46.37037,0,1
P0453024,9.938047,0.31963,2.267899,9,0,0
P0453338,0.035193,0,34.58803,17.44444,0,0
P0453594,1.138027,0,0.200347,62.07407,0,2
P0453728,0.097147,0,0.231571,18.2963,0,0
P0453765,3.788739,0,1.96082,9.111111,0,2
P0453996,0.058046,0,26.82977,7.962963,0,1
P0454365,5.579919,0,27.76497,36.22222,0.173952,2
P0454495,0.61693,0.406319,9.719851,19.23077,0.14232,0
P0454504,0.294171,0.278566,1.110541,25.96296,0.118962,3
P0454750,0.008486,0.00083,11.55736,2.961538,2.010534,0
P0454772,0.033019,0.025673,0.461078,52.85185,0,2
P0454850,0.008714,0,3.939694,3.615385,0,0
P0454876,7.827962,0,0.147211,41.77778,0,2
P0455020,0.027575,0,0.606534,11.96296,0,1
P0455101,0.001007,0,0.085767,26.92593,0,0
P0455275,3.513287,0,30.12047,18.55556,0,3
P0455392,6.735056,0.03033,13.16175,15.07407,0.429085,1
P0455442,1.002921,0,4.018398,41.11111,0,2
P0455463,1.087742,0,1.370386,14.51852,0.107331,0
P0455464,2.163724,0.115876,5.272337,42.92593,0,0
P0455478,0.117296,0,0.593437,26.66667,0,1
P0455500,11.08256,0,3.66915,11.77778,0.131196,0
P0455572,8.248356,2.516892,0.29268,16.48148,0,0
P0455644,4.422777,0.044683,5.893385,10.96296,0,2
P0455935,1.89312,0,11.42584,23,1.783595,0
P0456104,0.441421,0,0.38738,13.11111,0,0
P0456165,3.320857,0,9.051851,22.07407,0,3
P0456384,1.786994,0,3.940814,7.074074,0,1
P0456614,0.856034,0,23.33226,12.96296,0,0
P0456620,2.45267,0.023065,10.24257,11.85185,0,1
P0456661,0.062318,0.019074,9.318556,19.74074,0.997963,2
P0456770,0.927959,0,0.955332,16.81481,0,1
P0456771,8.789192,0,18.45391,24.59259,0,0
P0456785,5.773136,0,0.545549,11.48148,0,0
P0456826,0.133399,0.008906,6.746704,5.296296,0,0
P0456860,0.513453,0,9.302912,24,0,1
P0456982,2.087071,0,3.339722,14.7037,0,0
P0457075,8.975568,0.018741,3.905589,10.25926,0.001206,0
P0457081,0.045287,1.298901,27.67477,5.888889,0,1
P0457127,2.629219,1.758799,21.34457,11.25926,0,0
P0457246,0.262939,0,3.465377,14.2963,0,0
P0457272,0.210425,0,1.061918,26.44444,0,0
P0457393,1.554901,0.25723,21.59043,17.74074,0,1
P0457835,0.000174,0,18.59252,47.14815,0,2
P0457853,0.081285,0,0.871438,24.55556,0,1
P0457867,0.027774,0,0.001497,9.740741,0,1
P0458016,0.00432,6.043015,2.592117,5.777778,10.90615,0
P0458095,12.77097,0,0.025859,16.77778,0,3
P0458186,3.064464,0,19.63131,6.777778,0,1
P0458456,0.000438,0,0.236747,24.11111,0,2
P0458501,0.563262,0,8.884586,13.44444,0,1
P0458563,7.031033,5.408021,20.74964,7.88,0,0
P0458867,2.203509,0.000992,0.310247,37.51852,0.337305,2
P0458879,0.099226,1.931845,19.84559,12.81481,0,1
P0458938,2.807055,0,3.769038,3.72,0,1
P0459029,0.712177,0.053189,13.13715,4.608696,0.435889,1
P0459105,0.107924,0.010121,3.216857,2,0,2
P0459443,0.079539,0,0.438976,6.518519,0,1
P0459815,3.347727,0.06899,12.70092,7.269231,0,0
P0459827,14.98324,0,3.517136,1,0,3
P0459850,2.588069,0.129531,0.160616,8.923077,0,2
P0459896,0.001513,0,28.10353,17.07407,0,1
P0460097,0.004464,0.695991,2.15069,12.96296,0,2
P0460203,4.418087,0.000259,1.721931,16.85185,0,0
P0460275,0.134905,0,0.29842,15.22222,0,0
P0460319,5.379847,1.198176,0.870477,9.518519,0,0
P0460420,1.553556,0.276276,1.766023,19.33333,0,0
P0460525,0.008943,0.297456,8.124044,11.48148,0,1
P0460671,0.251053,0,1.240692,9.333333,0,0
P0461018,0.01117,0,1.42427,10.44444,0.046187,0
P0461132,0.031606,0,0.050314,60.55556,0,3
P0461213,2.565928,0.008225,0,10.59259,0,0
P0461237,1.341791,0,3.922094,26.74074,0,1
P0461370,1.556718,0,42.22087,8,0,1
P0461725,0.565701,0.056148,1.919807,8.592593,0.323434,0
P0461731,0.826846,0,3.551832,16,0,1
P0461777,8.903028,0,3.604876,17.85185,0,0
P0298964,2.578741,0.005069,0.012222,28.59259,0,0
P0299348,0.898902,0.117489,20.74768,7.555556,0,1
P0300325,1.552582,0,0.331422,8.407407,0,0
P0300557,0.95127,0.00776,1.138525,16.07407,0,2
P0301043,5.820605,0,15.80136,4.148148,0.361086,0
P0301110,0.363151,0,0.12501,8.666667,0,2
P0301423,0.001176,0,0.57869,19.44444,0,2
P0301622,7.997703,0,15.59735,35.88889,0,2
P0301782,4.413147,0.023087,5.712454,2.884615,0.040888,0
P0301940,0.29262,0.199404,6.222708,6.740741,0,0
P0302367,0.026394,0.145076,0.840961,4.458333,0,1
P0302480,1.531553,0,1.529492,5.777778,0,0
P0302820,1.736255,0,30.04969,11.14815,0,1
P0302930,2.223007,3.000408,27.61227,2.88,0,1
P0303457,6.421068,0,0.389172,15.62963,0,2
P0303521,0.836042,0,12.48652,5.708333,0,0
P0304170,0.122727,0,0.308377,19.88889,0,1
P0304235,0.459853,0,1.252175,3,0,3
P0304350,2.124672,0,0.085094,12.96,1.578458,2
P0297760,0.560282,0.116472,22.56206,2.958333,0,0
P0297826,0.627539,0,1.472595,59.2963,0.520272,2
P0297885,0.739004,0,0.39827,15.3913,0,0
P0297952,1.131749,0,0.316893,8.666667,0,0
P0298057,3.147038,0.000643,10.33904,7,0,0
P0298123,0.000197,0,8.910429,8.851852,0,0
P0298197,2.891663,0,1.222233,18.14815,0,2
P0298877,0.062792,0.001192,17.75261,6.115385,0.006118,0
P0304434,7.857734,0,0.477053,18.59259,0,2
P0304469,0.253393,0,6.949299,24.2963,0,3
P0304947,0.053793,0,41.34502,17.74074,0,0
P0305666,0.714535,0,3.642298,30.77778,1.904827,2
P0305897,3.821943,0.351281,20.01872,2.84,0.138812,1
P0306602,0.385962,0.006229,6.621043,21.62963,0,2
P0306606,0.558741,0.004651,6.051446,3.952381,0.200479,0
P0307455,1.949661,5.374232,2.524992,3,0,0
P0307654,5.216354,0,9.944248,7.111111,0,0
P0307785,0.336811,0.012514,4.811522,45.92593,0,2
P0307860,10.12135,0,11.24672,61.77778,0,2
P0308251,1.768084,0.018562,0.747601,2.684211,0.121641,0
P0308407,0.380652,0.364489,0.431694,27.88889,0,2
P0309233,0.071869,0,0.045473,60.11111,0,2
P0309620,0.069417,0,11.32624,19.85185,0,1
P0309664,0.546995,0,29.19979,5.62963,0,1
P0309737,1.546252,0.799908,6.170498,21.03704,0,0
P0310989,0.165261,0,1.71582,14.375,0,1
P0296423,0.078548,0.008174,0.496273,16.18519,0,0
P0296716,0.503037,0,10.06762,6.259259,0,0
P0296957,0.632966,0.481843,0.087698,15.7037,0,2
P0297173,1.727901,0,8.879257,13.25926,0,1
P0311275,0.000478,0,8.854252,28.92593,0.219276,0
P0311445,0.621549,0,0.260707,12.7037,0,0
P0311646,3.264015,0.135182,3.615318,12.85185,0.158811,2
P0311727,0.146931,0.360301,0.143722,14.14815,0,0
P0312809,2.010066,0,2.523598,2.65,0,1
P0312854,2.117672,1.732292,1.074253,7.307692,0,0
P0313082,0.492551,0.179169,16.12598,6.423077,0,1
P0313782,0.294345,0,7.287476,7.333333,0,1
P0314014,1.016218,0.037589,6.04748,15.11111,0,2
P0314422,3.726339,0,2.165834,5.038462,0,2
P0314906,0.122243,0.061086,6.309247,11.07407,0.014188,0
P0314994,0.091,0,2.179741,19.62963,0,2
P0315926,0.443262,0.025566,9.681911,5.76,0,0
P0315938,0.16774,0.003238,10.57326,9.814815,0.327873,2
P0316674,0.329052,0.415597,11.60359,11.25926,0.625085,2
P0317201,6.426199,0.319151,26.15925,4.333333,0,1
P0317584,0.04965,0,0.352532,56.48148,0,2
P0318034,1.328065,0,13.04968,13.40741,0,2
P0318044,0.723611,0,0.303615,18.66667,0,2
P0318555,0.003163,0,3.541153,9.148148,0.042729,1
P0318713,6.799417,0.873283,10.18298,2.952381,0,0
P0318772,2.10451,0,3.10967,46.25926,0,2
P0318788,0.634963,0,10.62163,7.481481,0,3
P0319154,8.358745,0,6.580364,4.36,0,1
P0319213,3.687983,0.113308,87.46937,11.96296,0.039272,1
P0319223,1.269852,0,2.146405,25.77778,0,2
P0319369,2.947687,0.440111,0.19916,8.148148,0,1
P0319409,2.37674,0.144736,0.381414,10,0,0
P0319624,7.28923,1.925768,13.08609,4.8,0,0
P0319842,1.855266,1.864857,2.102141,11.40741,0.136767,2
P0320405,1.483935,0,8.162642,15.40741,0,3
P0320583,1.724419,8.327184,18.48664,2.4375,0,0
P0320598,1.970786,0,11.58426,12.74074,0,2
P0320982,0.176532,0,0.531425,47.7037,0,2
P0321218,2.348479,11.25698,7.083439,26.62963,0,0
P0321491,1.302511,0.189612,20.80868,8.962963,1.149576,0
P0322023,0.085779,0,9.333236,9.814815,0,1
P0322287,0.161896,0.380258,0.008772,20.59259,0,0
P0322383,0.013432,0,11.18383,24.88889,0,3
P0323234,0.080023,0.000295,0.624182,11.37037,0,1
P0323329,0.000676,0,15.4371,19.11111,0,0
P0324177,0.025249,0.48769,0.72458,8.185185,0,0
P0324445,0.183431,0,3.487926,28.76923,0,0
P0324511,0.026426,0.068457,21.37161,15.59259,1.736646,0
P0324597,0.093102,0,0.179067,20.14815,0,1
P0324776,2.549699,0,6.404206,7.923077,0,0
P0324959,1.431942,0,3.516163,14.37037,0,0
P0325058,8.668049,2.404166,24.71002,4.153846,0,1
P0325259,1.366332,0.249832,1.736084,10.66667,0,0
P0325261,0.09042,0,2.750501,0,0,0
P0325468,0.015285,0,2.023117,48.07407,0,2
P0325751,0.159234,1.658437,5.380682,2.533333,0,0
P0325819,0.875312,0,0.020133,26.85185,0,2
P0326327,1.654341,0,6.971975,36.40741,0,2
P0326843,1.566145,0,6.970876,7.961538,0,1
P0327009,0.038581,1.377411,0.740455,20.55556,0,2
P0327180,0.074585,0.112674,3.849263,37.81481,0,2
P0327554,5.723719,0,0.193945,34.07407,0,2
P0327598,2.41799,0.246171,8.051178,8.115385,0,0
P0328091,2.511068,0.016984,15.92376,25.66667,0,2
P0328151,1.368123,0,1.161816,42.2963,0,2
P0328221,0.115066,0,11.29358,18.55556,0,0
P0328262,0.892081,0.259024,28.83202,4.769231,0,2
P0328629,2.404998,0.122256,18.70325,10.92593,0,0
P0328962,0.121166,0,0.228694,11.96296,0.078764,0
P0329111,13.46998,0,2.480445,9.851852,0,0
P0329219,1.622271,1.054553,0.043344,10.7037,0.091114,0
P0329266,0.000693,0.008508,4.768502,26.59259,0,0
P0329383,0.133381,0,29.89369,16.11111,0.089837,1
P0329413,1.042095,0,2.598682,7.407407,0,2
P0329576,0.000269,0.590376,9.05611,0,0,1
P0329639,5.86639,0.876696,16.93796,3.925926,0,1
P0329919,3.579102,0,15.65947,12.11111,10.53339,0
P0330028,0.001312,0,9.731672,20.66667,0,0
P0330214,0.525518,0,0.487374,7.259259,0.01641,1
P0330901,0.054125,0,2.528358,9.851852,0,1
P0331035,0.282713,0.353599,39.3236,7.62963,0,1
P0331295,0.567478,0,1.292535,10.14815,0,2
P0331473,1.158454,0,2.346903,13,0,2
P0332185,0.598794,0.114074,1.125797,11.22222,0,1
P0332258,0.012341,0,10.85748,5.681818,0.769082,1
P0332374,3.186145,0.035559,3.598617,4.28,0.073651,0
P0332422,0.193974,0,4.957544,26.62963,0,0
P0333173,0.275705,0,0.247488,9.222222,0,0
P0333381,0.230017,0,3.9857,14.59259,2.375407,0
P0333634,1.38619,0.394197,9.809349,5.538462,0,2
P0333903,5.28214,0.064208,0.089382,38.07407,0,2
P0334003,0.000484,0.022229,2.495027,2.176471,0,2
P0334188,3.382245,0,13.9224,13.07407,0,1
P0334606,16.95961,1.370445,15.80164,13.92593,0,3
P0334629,0.030996,2.232428,13.463,1.363636,0,0
P0334826,0.007963,0,1.811522,8.962963,0,0
P0334847,0.710073,0,0.23349,3,0,0
P0334882,2.69937,0,3.969701,27.55556,0,2
P0334889,0.575816,0.774308,13.63251,40.51852,0,2
P0335564,0.362657,0,16.09669,6.730769,0,1
P0335694,0.168278,0,0.536275,11.07407,0,0
P0335730,0.117219,0,1.398973,38.37037,0,2
P0335763,7.877765,0.100315,39.38989,31.03704,0,2
P0335942,0.010206,0,5.736962,17.27273,0.145282,0
P0336081,0.032114,0,0.577492,2.7,0,0
P0336435,0.003343,0.009254,14.76887,9.777778,0,1
P0336522,1.011188,0.22438,0.488562,18.11111,0,0
P0336693,6.663635,0,6.675435,6.962963,0,1
P0336811,1.877375,0,18.49919,11.37037,2.013948,0
P0496870,2.307599,0,1.444849,14.66667,0,1
P0496872,0.037735,0,0.260298,10.25926,0,0
P0496955,3.387222,0.622922,8.871426,7.703704,0,0
P0496962,0.020927,0.005129,8.298381,2.666667,6.184631,0
P0496998,0.153479,0.290645,9.659453,23.2963,0,0
P0497000,2.280016,0,7.073937,8.703704,0,3
P0497001,1.311095,0,15.71055,33.66667,0,2
P0497039,0.080627,0,12.17447,11.7037,0,0
P0497045,1.10784,0,2.304074,34.25926,0,1
P0497051,0.00189,0.045304,12.92234,14.11111,0.026975,0
P0497103,1.567777,0,22.59582,25.33333,0,2
P0497119,20.90388,0,1.18529,10.44,0,1
P0497182,0.673129,0,5.871217,29.88889,0,0
P0497212,0.085155,0.071327,0.577192,11.96154,2.466093,3
P0497243,1.784972,0,5.181097,43,0,2
P0497255,5.259897,0,0.154493,2.105263,0,0
P0497268,0.480034,0.009335,0.489918,5.1,0,1
P0497317,3.601906,0.001342,9.047217,12.81481,0,1
P0497334,0.012876,0,2.714985,13.96296,0,0
P0497336,0.391152,0,5.286165,4,1.232853,0
P0497339,0.000259,0,3.211239,43.33333,0,2
P0497413,0.570578,0,18.22631,20.11111,0,1
P0497474,4.369583,0,0.90593,7.740741,0,2
P0497479,0.558733,0,5.994811,47.96296,0.055493,2
P0497488,1.567631,0.032415,15.80176,3,0.133073,3
P0497494,0.36517,0,6.167703,14.52,0,0
P0497611,0.292806,1.036698,0.435397,11.22222,0,0
P0497640,0.456242,0.000632,40.87999,20.18519,0.151265,3
P0497651,0.269712,0.217281,0.104283,4.541667,0,1
P0497717,0.736661,0,0.121496,20.14815,0,1
P0497731,4.612679,0,14.25652,5.481481,0,0
P0497740,0.222235,0,1.847978,21.14815,0,3
P0497776,6.311086,0,3.586519,11,0,0
P0497796,3.332094,0.110757,19.6925,1.25,0,1
P0497821,1.674255,5.238358,14.80405,11.77778,0,0
P0497834,3.576122,0,28.59923,14.59259,0,1
P0497886,0.397388,0,2.6831,9.703704,0,1
P0497911,0.00021,2.63873,62.13115,2.416667,0,3
P0497944,25.55709,2.853501,12.0254,1.842105,0,3
P0497955,0.047242,0,10.37496,22.74074,0,1
P0498017,10.93636,2.438108,5.823325,5.37037,0,1
P0498063,0.208246,0,0.416357,21.96296,0,2
P0498142,1.1204,0.023377,34.78156,9.925926,0,3
P0498201,2.460968,0.255783,1.554801,1.692308,0.068694,1
P0498337,5.51381,0,17.69306,4.740741,0,0
P0498340,0.009288,0,7.358132,22.40741,0,2
P0498354,1.117635,8.187871,7.591982,11.61538,0,0
P0498364,0.000365,0.176121,0.425703,8.961538,0.096568,0
P0498383,1.313733,0.52557,17.41236,11.48148,0,2
P0498410,3.681647,0,2.353864,8.37037,0,1
P0498492,2.141447,0,13.3945,14.25926,0.013889,0
P0498512,1.30061,0,9.717106,12.66667,0.022872,0
P0498542,0.008843,0.001235,0.311801,11.96296,0,0
P0498545,0.138731,0,1.456981,7.962963,0,1
P0498573,0.038581,0,1.264941,17.33333,0,0
P0498601,0.740835,0,2.720826,18.59259,0,1
P0498785,0.007457,0.292474,10.31894,13.44444,0,2
P0498838,0.029387,0,0.238972,8.148148,0,1
P0498844,0.562153,0,2.7906,8.461538,0.142478,1
P0498888,0.041049,0.000337,1.346654,1.3,0,3
P0498986,0.6372,0.184072,15.35101,31.40741,0,1
